Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
AN APARTMENT DULL AND DRAB MADE TO SHINE,"The myriad dwellers in ""efficiency"" apartments in Chicago--the kind with a disappearing bed in the.living room, dressing closet, bath, kitchenette. and dinette-know how uninspired the decoration all too often is. No amount of pictures and personal belongings...",178067873,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Sep 2, 1951"," 497853782 , 6142872 , 53854", article," Sep 2, 1951",, English, English, sB," Chicago, Ill.","Sep 2, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178067873?accountid=14496, SB,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=AN+APARTMENT+DULL+AND+DRAB+MADE+TO+SHINE%3A+MATCHING+PATTERNS+DO+THE+TRICK&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-09-02&amp;volume=&amp;issue=&amp;spage=SB&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
AN APARTMENT DULL AND DRAB MADE TO SHINE,"The myriad dwellers in ""efficiency"" apartments in Chicago--the kind with a disappearing bed in the living room, dressing closet, bath, kitchenette, and dinette-know how uninspired the decoration all too often is. No amount of pictures and personal belongings...",178070022,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Sep 2, 1951"," 497854612 , 6142872 , 53854", article," Sep 2, 1951",, English, English, wB," Chicago, Ill.","Sep 2, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178070022?accountid=14496, WB,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=AN+APARTMENT+DULL+AND+DRAB+MADE+TO+SHINE%3A+MATCHING+PATTERNS+DO+THE+TRICK&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-09-02&amp;volume=&amp;issue=&amp;spage=WB&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
AN APARTMENT DULL AND DRAB MADE TO SHINE,"The myriad dweliers in ""efficiency "" apartments in Chicago--the kind with a disappearing bed in the living room, dressing closet, bath, kitchenette. and dinetteknow how uninspired the decoration all too often is. No amount of pictures and personal belongings...",178153270,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Sep 2, 1951"," 497853082 , 6142872 , 53854", article," Sep 2, 1951",, English, English, nB," Chicago, Ill.","Sep 2, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178153270?accountid=14496, NB,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=AN+APARTMENT+DULL+AND+DRAB+MADE+TO+SHINE%3A+MATCHING+PATTERNS+DO+THE+TRICK&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-09-02&amp;volume=&amp;issue=&amp;spage=NB&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
AN APARTMENT DULL AND DRAB MADE TO SHINE,"The myriad dwellers in ""efficiency"" apartments in Chicago--the kind with a disappearing bed in the living room, dressing closet, bath, kitchenette, and dinette-know how uninspired the decoration all too often is. No amount of pictures and personal belongings...",178186830,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Sep 2, 1951"," 497855352 , 6142872 , 53854", article," Sep 2, 1951",, English, English, nwB," Chicago, Ill.","Sep 2, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178186830?accountid=14496, NWB,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=AN+APARTMENT+DULL+AND+DRAB+MADE+TO+SHINE%3A+MATCHING+PATTERNS+DO+THE+TRICK&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-09-02&amp;volume=&amp;issue=&amp;spage=NWB&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
AN APARTMENT DULL AND DRAB MADE TO SHINE,"The myriad dwellers in ""efficiency"" apartments in Chicago--the kind with a disappearing bed in the living room, dressing closet, bath, kitchenette, and dinette-know how uninspired the decoration al too often is. No amount of pictures and personal belongings...",178188748,Historical Newspapers," Douglas, Anne
Anne
Anne Douglas
Douglas
ANNE DOUGLAS"," Copyright Tribune Publishing Company Sep 2, 1951"," 497856222 , 6142872 , 53854", article," Sep 2, 1951",, English, English, swB," Chicago, Ill.","Sep 2, 1951",Chicago Daily Tribune (1923-1963),1951,http://search.proquest.com/docview/178188748?accountid=14496, SWB,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=AN+APARTMENT+DULL+AND+DRAB+MADE+TO+SHINE%3A+MATCHING+PATTERNS+DO+THE+TRICK&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1951-09-02&amp;volume=&amp;issue=&amp;spage=SWB&amp;au=Douglas%2C+Anne&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Canned Goods and Ingenuity Assure Tasty Meals Afloat,"There is not a great deal of difference between cooking on a boat and cooking in the modern apartment house kitchenette. I had a 60 foot sloop in the east whose galley was the size of my present kitchenette, and, except for rough weather, I had no more difficulty...",178189420,Historical Newspapers," Wood, Morrison
Morrison
Morrison Wood
Wood
MORRISON WOOD"," Copyright Tribune Publishing Company Feb 1, 1952"," 499305082 , 6146342 , 53854", article," Feb 1, 1952",, English, English, a1," Chicago, Ill.","Feb 1, 1952",Chicago Daily Tribune (1923-1963),1952,http://search.proquest.com/docview/178189420?accountid=14496, A1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Canned+Goods+and+Ingenuity+Assure+Tasty+Meals+Afloat&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1952-02-01&amp;volume=&amp;issue=&amp;spage=A1&amp;au=Wood%2C+Morrison&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Day Filled with Misfortune Ends Happily--A Prize Story,"It was a hectic morning. Here we were, two sisters with the war bride blues so ordinary about 10 years ago, madly dashing around the kitchenette apartment on Chicago's far north side, throwing last minute travel ""musts"" into an overstocked handbag.",178469615,Historical Newspapers," O'DONNELL, MID
MID
MID O'DONNELL
O'DONNELL
MID O'DONNELL"," Copyright Tribune Publishing Company Mar 7, 1953"," 502149982 , 6151542 , 53854", front_page," Mar 7, 1953",, English, English, 1," Chicago, Ill.","Mar 7, 1953",Chicago Daily Tribune (1923-1963),1953,http://search.proquest.com/docview/178469615?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Day+Filled+with+Misfortune+Ends+Happily--A+Prize+Story&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1953-03-07&amp;volume=&amp;issue=&amp;spage=1&amp;au=O%27DONNELL%2C+MID&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Sure-Fire Meatloaf Just Doesn't Shrink,"""HERE is a meatloaf recipe that is surefire. There is little shrinkage, and what is more -- no basting is required, and yet it is always a moist loaf. It comes from Meals on Wheels (a cook book for trailers and kitchenettes) by Lou Willson and Olive Hoover:",152614332,Historical Newspapers," Mrs. A.M.,
Mrs. A.M.,"," Copyright The Washington Post Company Dec 1, 1953"," 216278292 , 1944462 , 48614", article," Dec 1, 1953",, English, English, 29," Washington, D.C.","Dec 1, 1953",The Washington Post (1923-1954),1953,http://search.proquest.com/docview/152614332?accountid=14496, 29,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=Sure-Fire+Meatloaf+Just+Doesn%27t+Shrink&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1953-12-01&amp;volume=&amp;issue=&amp;spage=29&amp;au=Mrs.+A.M.%2C&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Two Women Feud; One Shot In Chest; May Be Cripple For Life,A 29-year-old mother and divorcee may be paralyzed for life as the result of a bullet which lodged in her chest during a fight Saturday night with the housekeeper of a kitchenette apartment building at 460 E. Bowen.,492851421,Historical Newspapers,," Copyright Real Times, Inc. Dec 5, 1953"," 727363312 , 7143852 , 68419", article," Dec 5, 1953",, English, English, 5," Chicago, Ill.","Dec 5, 1953",The Chicago Defender (National edition) (1921-1967),1953,http://search.proquest.com/docview/492851421?accountid=14496, 5,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Two+Women+Feud%3B+One+Shot+In+Chest%3B+May+Be+Cripple+For+Life&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1953-12-05&amp;volume=&amp;issue=&amp;spage=5&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"Simple Enjoys Silent Night, Holy Night When The Big Kitchenette Fight Is Over","""Things are certainly not the same for you this holiday season as they were last year,"" I said. ""Now that you are married, I think I see some change for the better in you.""",492849931,Historical Newspapers," Hughes, LANGSTON
LANGSTON
LANGSTON Hughes
Hughes
LANGSTON Hughes"," Copyright Real Times, Inc. Dec 26, 1953"," 742749612 , 7293502 , 68419", article," Dec 26, 1953",, English, English, 11," Chicago, Ill.","Dec 26, 1953",The Chicago Defender (National edition) (1921-1967),1953,http://search.proquest.com/docview/492849931?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Simple+Enjoys+Silent+Night%2C+Holy+Night+When+The+Big+Kitchenette+Fight+Is+Over&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1953-12-26&amp;volume=&amp;issue=&amp;spage=11&amp;au=Hughes%2C+LANGSTON&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"Simple Enjoys Silent Night, Holy Night When The Big Kitchenette Fight Is Over(2)","""Things are certainly not the same for you this holiday season as they were last year,"" I said. ""Now that you are married, I think I see some change for the better in you.""",492953663,Historical Newspapers," Hughes, LANGSTON
LANGSTON
LANGSTON Hughes
Hughes
LANGSTON Hughes"," Copyright Real Times, Inc. Dec 26, 1953"," 742749632 , 7293502 , 68419", article," Dec 26, 1953",, English, English, 11," Chicago, Ill.","Dec 26, 1953",The Chicago Defender (National edition) (1921-1967),1953,http://search.proquest.com/docview/492953663?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Simple+Enjoys+Silent+Night%2C+Holy+Night+When+The+Big+Kitchenette+Fight+Is+Over%282%29&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1953-12-26&amp;volume=&amp;issue=&amp;spage=11&amp;au=Hughes%2C+LANGSTON&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Article 4 -- No Title,,112993657,Historical Newspapers,," Copyright New York Times Company Apr 24, 1954"," 84117941 , 1488208 , 43896", article," Apr 24, 1954",0362-4331, English, English, 32," New York, N.Y.","Apr 24, 1954",New York Times (1923-Current file),1954,http://search.proquest.com/docview/112993657?accountid=14496, 32,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Article+4+--+No+Title&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1954-04-24&amp;volume=&amp;issue=&amp;spage=32&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
News of Food,"More space is being given in household refrigerators to frozen-food storage. Many new models can accomodate fifty to 100 pounds of frozen products. Thus the city family, and even the ""kitchenette"" household, can keep on hand a quantity of frozen foods that a few years ago could be held only if one had a freezer or a locker in a frozen-food plant.",112917800,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Jun 8, 1954"," 83760664 , 1485211 , 43896", article," Jun 8, 1954",0362-4331, English, English,," New York, N.Y.","Jun 8, 1954",New York Times (1923-Current file),1954,http://search.proquest.com/docview/112917800?accountid=14496, 22,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=News+of+Food%3A+Suggestions+Are+Offered+on+Thawing+Steaks+and+Other+Frozen+Meats&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1954-06-08&amp;volume=&amp;issue=&amp;spage=22&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Omeletes Done To a Turn,"THE omelet party solves that perennial domestic problem -- how to entertain economically and yet with dash. A current fashion in New York, the omelet party may be staged in many settings--a kitchenette, an entrance hall, a dining room, a formal living room --wherever guests can view the preparation.",113199781,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Mar 6, 1955"," 93728941 , 1539201 , 43896", article," Mar 6, 1955",0362-4331, English, English,," New York, N.Y.","Mar 6, 1955",New York Times (1923-Current file),1955,http://search.proquest.com/docview/113199781?accountid=14496, SM54,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Omeletes+Done+To+a+Turn&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1955-03-06&amp;volume=&amp;issue=&amp;spage=SM54&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
THE MOTEL INVASION IS REACHING THE ALPS,"INTERLAKEN, Switzerland-- The first motel in Switzerland, and one of the first in Europe, will be opened here next month. Situated in a flower-carpeted meadow on the bank of the Aare River just outside Interlaken, the motel will contain twenty-one double livingsleeping rooms, each with private bath and kitchenette.",113417241,Historical Newspapers," By ROBERT DEARDORFF
By ROBERT DEARDORFF"," Copyright New York Times Company May 15, 1955"," 223953762-1 , 1971962 , 43896", article," May 15, 1955",0362-4331, English, English,," New York, N.Y.","May 15, 1955",New York Times (1923-Current file),1955,http://search.proquest.com/docview/113417241?accountid=14496, X41,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=THE+MOTEL+INVASION+IS+REACHING+THE+ALPS&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1955-05-15&amp;volume=&amp;issue=&amp;spage=X41&amp;au=By+ROBERT+DEARDORFF&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
"At the National: Kitchenette, Bedroom And Sullavan -- Wow!","THAT LIGHT, civilized, improbable comedy a lot of us have been waiting for finally has arrived, the National's ""Janus."" This is good, literate fun, with Margaret Sullavan heading a dandy small cast which should be sending laughter through the National these next two weeks.",148653919,Historical Newspapers,," Copyright The Washington Post Company Nov 9, 1955"," 288904862 , 2239392 , 48613", article," Nov 9, 1955",, English, English,," Washington, D.C.","Nov 9, 1955",The Washington Post and Times Herald (1954-1959),1955,http://search.proquest.com/docview/148653919?accountid=14496, 26,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=At+the+National%3A+Kitchenette%2C+Bedroom+And+Sullavan+--+Wow%21&amp;title=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;issn=&amp;date=1955-11-09&amp;volume=&amp;issue=&amp;spage=26&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
Uncle eph sayS,KIZZI HAS me out looking for a new kitchenette. Says she can't take living in the one we have any longer. Landlady is too nosey. Tother day we came home and there was a letter on table bearing no address. She had opened the letter and turned the wrong side...,493601118,Historical Newspapers," UNCLE EPH
UNCLE EPH"," Copyright Real Times, Inc. Feb 21, 1956"," 878664412 , 8720212 , 68422", article," Feb 21, 1956",, English, English, 20," Chicago, Ill.","Feb 21, 1956",Daily Defender (Daily Edition) (1956-1960),1956,http://search.proquest.com/docview/493601118?accountid=14496, 20,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Uncle+eph+sayS&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;issn=&amp;date=1956-02-21&amp;volume=&amp;issue=&amp;spage=20&amp;au=UNCLE+EPH&amp;isbn=&amp;jtitle=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Flames Trap 3 Locked-In Tots,"A flash fire Tuesday noon swept through a two-room kitchenette apartment at 4173 S. Lake Park ave., and critically burned three baby boys who were left alone while their mother went shopping.",493859979,Historical Newspapers,," Copyright Real Times, Inc. Nov 28, 1956"," 884495852 , 8752702 , 68422", front_page," Nov 28, 1956",, English, English, 1," Chicago, Ill.","Nov 28, 1956",Daily Defender (Daily Edition) (1956-1960),1956,http://search.proquest.com/docview/493859979?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Flames+Trap+3+Locked-In+Tots%3A+Mother+At+Store+When+Fire+Begins&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;issn=&amp;date=1956-11-28&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
3 Locked-In Tots Burned As Blaze Sweeps Apartment,"A flash fire Tuesday swept through a two-room kitchenette apartment at 4173 Lake Park ave. Chicago, and critically burned three baby boys who were left alone while their mother went shopping.",493023110,Historical Newspapers,," Copyright Real Times, Inc. Dec 8, 1956"," 739985202 , 7286352 , 68419", article," Dec 8, 1956",, English, English, 3," Chicago, Ill.","Dec 8, 1956",The Chicago Defender (National edition) (1921-1967),1956,http://search.proquest.com/docview/493023110?accountid=14496, 3,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=3+Locked-In+Tots+Burned+As+Blaze+Sweeps+Apartment&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1956-12-08&amp;volume=&amp;issue=&amp;spage=3&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Police Hunt Slayer Who Shot Lover,"The inquest into the death of a Southside clerk, reportedly shot to death in her kitchenette apartment Saturday by a suitor, was continued yesterday to Jan. 4, at Wabash ave., police station.",493657046,Historical Newspapers,," Copyright Real Times, Inc. Dec 11, 1956"," 880318732 , 8728452 , 68422", article," Dec 11, 1956",, English, English, 2," Chicago, Ill.","Dec 11, 1956",Daily Defender (Daily Edition) (1956-1960),1956,http://search.proquest.com/docview/493657046?accountid=14496, 2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Police+Hunt+Slayer+Who+Shot+Lover&amp;title=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;issn=&amp;date=1956-12-11&amp;volume=&amp;issue=&amp;spage=2&amp;au=&amp;isbn=&amp;jtitle=Daily+Defender+%28Daily+Edition%29+%281956-1960%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
PLUSH GIFT FROM TODD,,167006898,Historical Newspapers,," Copyright Times Mirror Company Jan 5, 1957"," 458304002 , 6017822 , 53850", front_page," Jan 5, 1957",0458-3035, English, English,," Los Angeles, Calif.","Jan 5, 1957",Los Angeles Times (1923-Current File),1957,http://search.proquest.com/docview/167006898?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=PLUSH+GIFT+FROM+TODD%3A+ELIZABETH+TAYLOR+TO+GET+KITCHENETTE+CAR&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1957-01-05&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
'1-FAMILY' HOUSE IS ADAPTED FOR 2,"A departure from the conventional design of two-family houses has been taken at a new development in West Babylon, L.I. The model home has the exterior appearance of a onefamily side-to-side split-level, but actually contains two separate apartments.",113950273,Historical Newspapers," By WALTER H. STERN
By WALTER H. STERN"," Copyright New York Times Company Jun 9, 1957"," 90816332 , 1525642 , 43896", article," Jun 9, 1957",0362-4331, English, English,," New York, N.Y.","Jun 9, 1957",New York Times (1923-Current file),1957,http://search.proquest.com/docview/113950273?accountid=14496, 251,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=%271-FAMILY%27+HOUSE+IS+ADAPTED+FOR+2%3A+CARRYING+EXPENSES+FOR+SUBURBANITES+ARE+EASED+BY+CONVERTIBLE+HOUSE.&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1957-06-09&amp;volume=&amp;issue=&amp;spage=251&amp;au=By+WALTER+H.+STERN&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
