Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
"$20,000 Furniture for Morgan Women's Home","Not only the luxuries of a cultural background have been included in the specifications for the $105,000 dormitory for women at Morgan State College, but such extras as a beauty shop, private parlors for individual entertaining and a kitchenette in...",531289801,Historical Newspapers,," Copyright Afro - American Company of Baltimore City Jun 29, 1940"," 1342283622 , 23734744 , 81124", article," Jun 29, 1940",, English, English,," Baltimore, Md.","Jun 29, 1940",Afro-American (1893-1988),1940,http://search.proquest.com/docview/531289801?accountid=14496, 9,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpbaltimoreafricanamerican&amp;atitle=%2420%2C000+Furniture+for+Morgan+Women%27s+Home%3A+New+Dormitory+to+Have+Private+Parlors+for+Entertaining%2C+Kitchenette+to+Prepare+Date+Snacks%2C+Modern+Beauty+Parlor%2C+and+Play+Room&amp;title=Afro-American+%281893-1988%29&amp;issn=&amp;date=1940-06-29&amp;volume=&amp;issue=&amp;spage=9&amp;au=&amp;isbn=&amp;jtitle=Afro-American+%281893-1988%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Baltimore Afro-American
KITCHENETTE MANAGER SLAYS HUSBAND,"Mrs. Verna Mae Gant, 38, of 421 East Forty-fifth street manager of a kitchenette apartment building in which she resides, is being held by police this week pending the outcome of an inquest into the death of her husband...",492626516,Historical Newspapers,," Copyright Real Times, Inc. May 24, 1941"," 740947062 , 7289222 , 68419", article," May 24, 1941",, English, English, 13," Chicago, Ill.","May 24, 1941",The Chicago Defender (National edition) (1921-1967),1941,http://search.proquest.com/docview/492626516?accountid=14496, 13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=KITCHENETTE+MANAGER+SLAYS+HUSBAND%3A+SAYS+MATE+TRIED+TO+ASSAULT+HER+IN+HOME&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1941-05-24&amp;volume=&amp;issue=&amp;spage=13&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
DEFENSE HOUSING UNIT: KITCHENETTE VIEW,,105740841,Historical Newspapers,," Copyright New York Times Company Oct 10, 1941"," 87681392-1 , 1509833 , 43896", article," Oct 10, 1941",0362-4331, English, English,," New York, N.Y.","Oct 10, 1941",New York Times (1923-Current file),1941,http://search.proquest.com/docview/105740841?accountid=14496, 19,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=DEFENSE+HOUSING+UNIT%3A+KITCHENETTE+VIEW&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1941-10-10&amp;volume=&amp;issue=&amp;spage=19&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
THRIFTY MEALS,"Kitchenette cooks must be good managers. Their space is limited, so they can't keep many supplies; on hand; time is limited and dishes must be prepared quickly; and--there's the budget!",165267324,Historical Newspapers,," Copyright Times Mirror Company Oct 31, 1941"," 414043521 , 5720952 , 53850", banner," Oct 31, 1941",0458-3035, English, English, B21," Los Angeles, Calif.","Oct 31, 1941",Los Angeles Times (1923-Current File),1941,http://search.proquest.com/docview/165267324?accountid=14496, B21,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=THRIFTY+MEALS%3A+TEMPTING+MEALS+WITHIN+REACH+OF+KITCHENETTE+COOKS&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1941-10-31&amp;volume=&amp;issue=&amp;spage=B21&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
18 Saved As Fire Razes Old Kitchenette Building,,492588982,Historical Newspapers,," Copyright Real Times, Inc. Dec 6, 1941"," 746550322 , 7327482 , 68419", article," Dec 6, 1941",, English, English, 13," Chicago, Ill.","Dec 6, 1941",The Chicago Defender (National edition) (1921-1967),1941,http://search.proquest.com/docview/492588982?accountid=14496, 13,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=18+Saved+As+Fire+Razes+Old+Kitchenette+Building&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1941-12-06&amp;volume=&amp;issue=&amp;spage=13&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
EIGHTEEN SAVED IN KITCHENETTE FIRE,,492689843,Historical Newspapers,," Copyright Real Times, Inc. Dec 6, 1941"," 746549042 , 7327482 , 68419", photo_standalone," Dec 6, 1941",, English, English, 9," Chicago, Ill.","Dec 6, 1941",The Chicago Defender (National edition) (1921-1967),1941,http://search.proquest.com/docview/492689843?accountid=14496, 9,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=EIGHTEEN+SAVED+IN+KITCHENETTE+FIRE&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1941-12-06&amp;volume=&amp;issue=&amp;spage=9&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
GAS POISONING KILLS MRS. E.M. OELRICHS,,105615205,Historical Newspapers,," Copyright New York Times Company Dec 16, 1941"," 105411340-1 , 1595049 , 43896", article," Dec 16, 1941",0362-4331, English, English,," New York, N.Y.","Dec 16, 1941",New York Times (1923-Current file),1941,http://search.proquest.com/docview/105615205?accountid=14496, 29,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=GAS+POISONING+KILLS+MRS.+E.M.+OELRICHS%3A+BODY+OF+BANKER%27S+SISTER+FOUND+IN+KITCHENETTE+OF+HOME&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1941-12-16&amp;volume=&amp;issue=&amp;spage=29&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
"3 Tots Dead, 15 Injured In Big Kitchenette Blaze","Trapped in a makeshift, tinderbox kitchenette when searing flames fanned ... swiftly through a three-story building at 2909 Prairie avenue, three frightened children huddled helplessly under a bed Wednesday while death closed in...",492656899,Historical Newspapers,," Copyright Real Times, Inc. Jan 30, 1943"," 741252252 , 7289882 , 68419", article," Jan 30, 1943",, English, English, 6," Chicago, Ill.","Jan 30, 1943",The Chicago Defender (National edition) (1921-1967),1943,http://search.proquest.com/docview/492656899?accountid=14496, 6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=3+Tots+Dead%2C+15+Injured+In+Big+Kitchenette+Blaze&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1943-01-30&amp;volume=&amp;issue=&amp;spage=6&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Y.W.C.A. Starting Course in Kitchenette Cookery,,176972202,Historical Newspapers,," Copyright Tribune Publishing Company Oct 31, 1943"," 475369332 , 6085572 , 53854", article," Oct 31, 1943",, English, English,," Chicago, Ill.","Oct 31, 1943",Chicago Daily Tribune (1923-1963),1943,http://search.proquest.com/docview/176972202?accountid=14496, W2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Y.W.C.A.+Starting+Course+in+Kitchenette+Cookery&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1943-10-31&amp;volume=&amp;issue=&amp;spage=W2&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
"ANDREW J. KERWIN, FORMER BUILDER, 76",,106875465,Historical Newspapers," Special to Ttiz Nzw NoP. T[MZS.
Special to Ttiz Nzw NoP. T[MZS."," Copyright New York Times Company Nov 15, 1944"," 86885756 , 1504815 , 43896", obituary," Nov 15, 1944",0362-4331, English, English, 27," New York, N.Y.","Nov 15, 1944",New York Times (1923-Current file),1944,http://search.proquest.com/docview/106875465?accountid=14496, 27,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=ANDREW+J.+KERWIN%2C+FORMER+BUILDER%2C+76%3A+REPUTED+INVENTOR+OF+MODERN+KITCHENETTE+DIESONCE+SECRETARY+OF+N%2C+Y%2C+A%2C+C%2C&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1944-11-15&amp;volume=&amp;issue=&amp;spage=27&amp;au=Special+to+Ttiz+Nzw+NoP.+T%5BMZS.&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Poetess Brooks Calmly Greets Book's Success In Kitchenette,"Gwendolyn Brooks, winner for three straight years of the Midwest Poetry Award, had her first book of poetry, ""A Street in Bronzeville,"" released this week by Harper Brothers.",492719385,Historical Newspapers," Peters, Marjorie
Marjorie
Marjorie Peters
Peters
MARJORIE PETERS"," Copyright Real Times, Inc. Sep 1, 1945"," 741663102 , 7290832 , 68419", review," Sep 1, 1945",, English, English, 11," Chicago, Ill.","Sep 1, 1945",The Chicago Defender (National edition) (1921-1967),1945,http://search.proquest.com/docview/492719385?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Poetess+Brooks+Calmly+Greets+Book%27s+Success+In+Kitchenette&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1945-09-01&amp;volume=&amp;issue=&amp;spage=11&amp;au=Peters%2C+Marjorie&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
News of Food,"Yesterday we paid our annual Christmas-season visit to the Swedish Kondis, 204 East Fiftyeighth Street, where Ivar Sundstrom and his wife, the proprietors, are preparing for the ninth year their gingerbread figures.",107099879,Historical Newspapers," By JANE NICKERSON
By JANE NICKERSON"," Copyright New York Times Company Dec 6, 1945"," 94031642-1 , 1540254 , 43896", article," Dec 6, 1945",0362-4331, English, English,," New York, N.Y.","Dec 6, 1945",New York Times (1923-Current file),1945,http://search.proquest.com/docview/107099879?accountid=14496, 29,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=News+of+Food%3A+Gingerbread+Figures+for+Holiday+Season+Soon+to+Be+Available+for+the+Ninth+Year+For+Kitchenette+Cooks+Fruit+Cake+On+Market+Offered+to+Spaghetti+Devotee&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1945-12-06&amp;volume=&amp;issue=&amp;spage=29&amp;au=By+JANE+NICKERSON&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
$1.50 Butter Is Credited To Kitchenette Cream,,107433216,Historical Newspapers,," Copyright New York Times Company Apr 27, 1946"," 88356617-1 , 1513699 , 43896", article," Apr 27, 1946",0362-4331, English, English,," New York, N.Y.","Apr 27, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107433216?accountid=14496, 8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=%241.50+Butter+Is+Credited+To+Kitchenette+Cream&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-04-27&amp;volume=&amp;issue=&amp;spage=8&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Hits 'Tattle Tale' Kitchenette Housekeepers,,492737329,Historical Newspapers," Webb, Oliver
Oliver
Oliver Webb
Webb
Oliver Webb"," Copyright Real Times, Inc. May 18, 1946"," 741764062 , 7291092 , 68419", letter_to_editor," May 18, 1946",, English, English, 14," Chicago, Ill.","May 18, 1946",The Chicago Defender (National edition) (1921-1967),1946,http://search.proquest.com/docview/492737329?accountid=14496, 14,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Hits+%27Tattle+Tale%27+Kitchenette+Housekeepers&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1946-05-18&amp;volume=&amp;issue=&amp;spage=14&amp;au=Webb%2C+Oliver&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
HOTEL ANSONIA IS SOLD,,107652751,Historical Newspapers,," Copyright New York Times Company Oct 27, 1946"," 93164652-1 , 1536289 , 43896", article," Oct 27, 1946",0362-4331, English, English,," New York, N.Y.","Oct 27, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107652751?accountid=14496, 52,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=HOTEL+ANSONIA+IS+SOLD%3A+KITCHENETTES%2C+REFRIGERATORS+TO+BE+INSTALLED+BY+NEW+OWNERS&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-10-27&amp;volume=&amp;issue=&amp;spage=52&amp;au=&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
Four Tots Die In Kitchenette Blaze,,492820380,Historical Newspapers,," Copyright Real Times, Inc. Nov 13, 1948"," 742189052 , 7292122 , 68419", front_page," Nov 13, 1948",, English, English, 1," Chicago, Ill.","Nov 13, 1948",The Chicago Defender (National edition) (1921-1967),1948,http://search.proquest.com/docview/492820380?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Four+Tots+Die+In+Kitchenette+Blaze&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1948-11-13&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
FOR MEN ONLY,An incident occurred the other evening which made me suddenly realize that many readers of this column may be laboring under a misapprehension regarding the preparation of the various dishes that are contained herein. My good friend Lou Harrington of the Wrigley,177831261,Historical Newspapers," Wood, Morrison
Morrison
Morrison Wood
Wood
MORRISON WOOD"," Copyright Tribune Publishing Company Oct 21, 1949"," 494486022 , 6136122 , 53854", article," Oct 21, 1949",, English, English, a2," Chicago, Ill.","Oct 21, 1949",Chicago Daily Tribune (1923-1963),1949,http://search.proquest.com/docview/177831261?accountid=14496, A2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=FOR+MEN+ONLY%3A+AMATEUR+CHEF+WOOD+PREPARES+EPICUREAN+DELIGHTS+IN+A+TINY+KITCHENETTE--AND+HE+MEANS+TINY&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1949-10-21&amp;volume=&amp;issue=&amp;spage=A2&amp;au=Wood%2C+Morrison&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
WAY TO A MIGRANT'S HEART,,479470009,Historical Newspapers,," Copyright Guardian Newspapers Limited Feb 20, 1953"," 1171405122 , 10307172 , 79790", article," Feb 20, 1953",, English, English,, Manchester (UK),"Feb 20, 1953",The Manchester Guardian (1901-1959),1953,http://search.proquest.com/docview/479470009?accountid=14496, 7,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpguardianobserver&amp;atitle=WAY+TO+A+MIGRANT%27S+HEART%3A+THROUGH+HIS+KITCHENETTE&amp;title=The+Manchester+Guardian+%281901-1959%29&amp;issn=&amp;date=1953-02-20&amp;volume=&amp;issue=&amp;spage=7&amp;au=&amp;isbn=&amp;jtitle=The+Manchester+Guardian+%281901-1959%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Guardian and The Observer
Kitchenettes made settlers happy,,524430460,Historical Newspapers,," Copyright The Irish Times Ltd. Feb 20, 1953"," 1300921852 , 23714295 , 81199", article," Feb 20, 1953",, English, English,," Dublin, Ireland","Feb 20, 1953",The Irish Times (1921-Current File),1953,http://search.proquest.com/docview/524430460?accountid=14496, 6,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpirishtimes&amp;atitle=Kitchenettes+made+settlers+happy&amp;title=The+Irish+Times+%281921-Current+File%29&amp;issn=&amp;date=1953-02-20&amp;volume=&amp;issue=&amp;spage=6&amp;au=&amp;isbn=&amp;jtitle=The+Irish+Times+%281921-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Irish Times and The Weekly Irish Times
"Simple Enjoys Silent Night, Holy Night When The Big Kitchenette Fight Is Over","""Things are certainly not the same for you this holiday season as they were last year,"" I said. ""Now that you are married, I think I see some change for the better in you.""",492849931,Historical Newspapers," Hughes, LANGSTON
LANGSTON
LANGSTON Hughes
Hughes
LANGSTON Hughes"," Copyright Real Times, Inc. Dec 26, 1953"," 742749612 , 7293502 , 68419", article," Dec 26, 1953",, English, English, 11," Chicago, Ill.","Dec 26, 1953",The Chicago Defender (National edition) (1921-1967),1953,http://search.proquest.com/docview/492849931?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Simple+Enjoys+Silent+Night%2C+Holy+Night+When+The+Big+Kitchenette+Fight+Is+Over&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1953-12-26&amp;volume=&amp;issue=&amp;spage=11&amp;au=Hughes%2C+LANGSTON&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"Simple Enjoys Silent Night, Holy Night When The Big Kitchenette Fight Is Over(2)","""Things are certainly not the same for you this holiday season as they were last year,"" I said. ""Now that you are married, I think I see some change for the better in you.""",492953663,Historical Newspapers," Hughes, LANGSTON
LANGSTON
LANGSTON Hughes
Hughes
LANGSTON Hughes"," Copyright Real Times, Inc. Dec 26, 1953"," 742749632 , 7293502 , 68419", article," Dec 26, 1953",, English, English, 11," Chicago, Ill.","Dec 26, 1953",The Chicago Defender (National edition) (1921-1967),1953,http://search.proquest.com/docview/492953663?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Simple+Enjoys+Silent+Night%2C+Holy+Night+When+The+Big+Kitchenette+Fight+Is+Over%282%29&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1953-12-26&amp;volume=&amp;issue=&amp;spage=11&amp;au=Hughes%2C+LANGSTON&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
DEATH OF ACTRESS,,479705744,Historical Newspapers,," Copyright Guardian Newspapers Limited Apr 1, 1954"," 1166799172 , 10278972 , 79790", article," Apr 1, 1954",, English, English,, Manchester (UK),"Apr 1, 1954",The Manchester Guardian (1901-1959),1954,http://search.proquest.com/docview/479705744?accountid=14496, 10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpguardianobserver&amp;atitle=DEATH+OF+ACTRESS%3A+FOUND+IN+GAS-FILLED+KITCHENETTE&amp;title=The+Manchester+Guardian+%281901-1959%29&amp;issn=&amp;date=1954-04-01&amp;volume=&amp;issue=&amp;spage=10&amp;au=&amp;isbn=&amp;jtitle=The+Manchester+Guardian+%281901-1959%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Guardian and The Observer
"At the National: Kitchenette, Bedroom And Sullavan -- Wow!","THAT LIGHT, civilized, improbable comedy a lot of us have been waiting for finally has arrived, the National's ""Janus."" This is good, literate fun, with Margaret Sullavan heading a dandy small cast which should be sending laughter through the National these next two weeks.",148653919,Historical Newspapers,," Copyright The Washington Post Company Nov 9, 1955"," 288904862 , 2239392 , 48613", article," Nov 9, 1955",, English, English,," Washington, D.C.","Nov 9, 1955",The Washington Post and Times Herald (1954-1959),1955,http://search.proquest.com/docview/148653919?accountid=14496, 26,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=At+the+National%3A+Kitchenette%2C+Bedroom+And+Sullavan+--+Wow%21&amp;title=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;issn=&amp;date=1955-11-09&amp;volume=&amp;issue=&amp;spage=26&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+and+Times+Herald+%281954-1959%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
PLUSH GIFT FROM TODD,,167006898,Historical Newspapers,," Copyright Times Mirror Company Jan 5, 1957"," 458304002 , 6017822 , 53850", front_page," Jan 5, 1957",0458-3035, English, English,," Los Angeles, Calif.","Jan 5, 1957",Los Angeles Times (1923-Current File),1957,http://search.proquest.com/docview/167006898?accountid=14496, 1,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnplatimes&amp;atitle=PLUSH+GIFT+FROM+TODD%3A+ELIZABETH+TAYLOR+TO+GET+KITCHENETTE+CAR&amp;title=Los+Angeles+Times+%281923-Current+File%29&amp;issn=04583035&amp;date=1957-01-05&amp;volume=&amp;issue=&amp;spage=1&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times+%281923-Current+File%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Los Angeles Times
